Buy and Hold,Strategy,Longs,Sells,Shorts,Covers,Stdev_Strategy,Stdev_Hold,Coin,Strategy_Name,Volume_Window,Price_Window,Long_Price_Window
197.62,238.85,738,738,0,0,590.1556543,434.2002572,USDT_LTC,standard,30,24,0
300.87,56.61,581,581,0,0,139.5683626,590.3701844,USDT_BTC,standard,30,24,0
465.69,149.51,609,609,0,0,336.7017979,1107.833015,USDT_ETH,standard,30,24,0
13.31,25.53,978,978,0,0,326.1679497,536.2667006,USDT_XRP,standard,30,24,0
0.68,-5.83,575,575,0,0,178.2835235,307.88158,USDT_NEO,standard,32,24,0
-12.85,38.45,538,538,0,0,155.6139969,138.1956851,USDT_DASH,standard,32,24,0
235.69,-27.14,847,846,0,0,165.4635895,752.0568798,USDT_ADA,standard,32,24,0
300.87,40.29,571,571,0,0,123.9552455,590.3701844,USDT_BTC,standard,32,24,0
197.62,247.28,743,743,0,0,576.8196998,434.2002572,USDT_LTC,standard,32,24,0
465.69,128.45,601,601,0,0,311.1834853,1107.833015,USDT_ETH,standard,32,24,0
13.31,1.52,965,965,0,0,352.5151137,536.2667006,USDT_XRP,standard,32,24,0
0.68,-15.24,577,577,0,0,166.8471564,307.88158,USDT_NEO,standard,34,24,0
235.69,-30.12,837,836,0,0,161.7834761,752.0568798,USDT_ADA,standard,34,24,0
-12.85,36.4,542,542,0,0,153.5239475,138.1956851,USDT_DASH,standard,34,24,0
300.87,32.29,568,568,0,0,119.9453159,590.3701844,USDT_BTC,standard,34,24,0
465.69,186.29,598,598,0,0,428.5646104,1107.833015,USDT_ETH,standard,34,24,0
197.62,209.47,721,721,0,0,507.3898192,434.2002572,USDT_LTC,standard,34,24,0
13.31,0,967,967,0,0,362.4053397,536.2667006,USDT_XRP,standard,34,24,0
-12.85,45.02,545,545,0,0,166.2987901,138.1956851,USDT_DASH,standard,36,24,0
0.68,-6.81,567,567,0,0,178.6555115,307.88158,USDT_NEO,standard,36,24,0
235.69,-23.57,835,834,0,0,164.3514631,752.0568798,USDT_ADA,standard,36,24,0
300.87,25.96,565,565,0,0,117.5198235,590.3701844,USDT_BTC,standard,36,24,0
13.31,-1.22,969,969,0,0,390.0038297,536.2667006,USDT_XRP,standard,36,24,0
465.69,203.3,596,596,0,0,472.1305388,1107.833015,USDT_ETH,standard,36,24,0
197.62,207.34,716,716,0,0,523.085865,434.2002572,USDT_LTC,standard,36,24,0
-12.85,46.89,548,548,0,0,167.2078594,138.1956851,USDT_DASH,standard,38,24,0
235.69,-18.44,839,838,0,0,177.9475583,752.0568798,USDT_ADA,standard,38,24,0
0.68,-9.6,573,573,0,0,160.8648869,307.88158,USDT_NEO,standard,38,24,0
197.62,170.58,708,708,0,0,437.0446293,434.2002572,USDT_LTC,standard,38,24,0
13.31,-2.65,961,961,0,0,345.0062514,536.2667006,USDT_XRP,standard,38,24,0
300.87,28.8,572,572,0,0,124.7417221,590.3701844,USDT_BTC,standard,38,24,0
465.69,217.7,589,589,0,0,498.8430221,1107.833015,USDT_ETH,standard,38,24,0
0.68,-10.1,566,566,0,0,168.6151157,307.88158,USDT_NEO,standard,40,24,0
-12.85,53.77,542,542,0,0,177.4355673,138.1956851,USDT_DASH,standard,40,24,0
235.69,-12.15,844,843,0,0,182.0056427,752.0568798,USDT_ADA,standard,40,24,0
300.87,30.29,574,574,0,0,126.4750748,590.3701844,USDT_BTC,standard,40,24,0
465.69,212.04,588,588,0,0,474.4915669,1107.833015,USDT_ETH,standard,40,24,0
13.31,6.89,957,957,0,0,377.4426285,536.2667006,USDT_XRP,standard,40,24,0
197.62,197.44,721,721,0,0,494.0029307,434.2002572,USDT_LTC,standard,40,24,0
0.68,-14.54,569,569,0,0,156.7455984,307.88158,USDT_NEO,standard,42,24,0
235.69,-16,846,845,0,0,165.9143726,752.0568798,USDT_ADA,standard,42,24,0
-12.85,49.84,536,536,0,0,171.2263201,138.1956851,USDT_DASH,standard,42,24,0
13.31,16.55,956,956,0,0,399.927291,536.2667006,USDT_XRP,standard,42,24,0
300.87,34.36,575,575,0,0,130.2133094,590.3701844,USDT_BTC,standard,42,24,0
465.69,185.5,579,579,0,0,421.0824518,1107.833015,USDT_ETH,standard,42,24,0
197.62,217.84,712,712,0,0,533.3727051,434.2002572,USDT_LTC,standard,42,24,0
0.68,-3.45,577,577,0,0,188.2620719,307.88158,USDT_NEO,standard,44,24,0
-12.85,42.36,534,534,0,0,164.6869322,138.1956851,USDT_DASH,standard,44,24,0
235.69,-22.36,846,845,0,0,161.2620774,752.0568798,USDT_ADA,standard,44,24,0
197.62,205.12,731,731,0,0,537.393279,434.2002572,USDT_LTC,standard,44,24,0
465.69,195.63,584,584,0,0,438.2426229,1107.833015,USDT_ETH,standard,44,24,0
13.31,23.54,946,946,0,0,427.695197,536.2667006,USDT_XRP,standard,44,24,0
300.87,31.94,563,563,0,0,130.784848,590.3701844,USDT_BTC,standard,44,24,0
0.68,-12.68,576,576,0,0,166.5961399,307.88158,USDT_NEO,standard,46,24,0
235.69,-24.17,842,841,0,0,157.1762113,752.0568798,USDT_ADA,standard,46,24,0
-12.85,36.73,536,536,0,0,157.3168097,138.1956851,USDT_DASH,standard,46,24,0
465.69,182.67,583,583,0,0,390.9743766,1107.833015,USDT_ETH,standard,46,24,0
300.87,11.39,561,561,0,0,134.7123483,590.3701844,USDT_BTC,standard,46,24,0
13.31,34.58,950,950,0,0,454.4053025,536.2667006,USDT_XRP,standard,46,24,0
197.62,202.53,723,723,0,0,540.919064,434.2002572,USDT_LTC,standard,46,24,0
0.68,-14.99,571,571,0,0,153.6101208,307.88158,USDT_NEO,standard,48,24,0
-12.85,42.39,535,535,0,0,158.7083861,138.1956851,USDT_DASH,standard,48,24,0
235.69,-23.22,838,837,0,0,155.3574541,752.0568798,USDT_ADA,standard,48,24,0
300.87,18.43,562,562,0,0,134.3786692,590.3701844,USDT_BTC,standard,48,24,0
13.31,18.8,944,944,0,0,423.3569485,536.2667006,USDT_XRP,standard,48,24,0
197.62,279.7,733,733,0,0,692.8629893,434.2002572,USDT_LTC,standard,48,24,0
465.69,175.75,584,584,0,0,385.9421166,1107.833015,USDT_ETH,standard,48,24,0
235.69,0,0,0,0,0,0,752.0568798,USDT_ADA,standard,0,26,0
0.68,0,0,0,0,0,0,307.88158,USDT_NEO,standard,0,26,0
-12.85,0,0,0,0,0,0,138.1956851,USDT_DASH,standard,0,26,0
13.31,0,0,0,0,0,0,536.2667006,USDT_XRP,standard,0,26,0
300.87,0,0,0,0,0,0,590.3701844,USDT_BTC,standard,0,26,0
465.69,0,0,0,0,0,0,1107.833015,USDT_ETH,standard,0,26,0
197.62,0,0,0,0,0,0,434.2002572,USDT_LTC,standard,0,26,0
0.68,0.51,657,656,0,0,251.7957768,307.88158,USDT_NEO,standard,2,26,0
-12.85,43.56,666,665,0,0,219.6469846,138.1956851,USDT_DASH,standard,2,26,0
235.69,8.97,1050,1050,0,0,200.3110333,752.0568798,USDT_ADA,standard,2,26,0
300.87,71.84,748,748,0,0,176.8853471,590.3701844,USDT_BTC,standard,2,26,0
13.31,43.85,1201,1201,0,0,507.7353828,536.2667006,USDT_XRP,standard,2,26,0
465.69,65.06,736,735,0,0,184.1914745,1107.833015,USDT_ETH,standard,2,26,0
197.62,486.82,937,937,0,0,1115.923674,434.2002572,USDT_LTC,standard,2,26,0
-12.85,95.69,646,646,0,0,305.4925896,138.1956851,USDT_DASH,standard,4,26,0
235.69,-13.63,957,955,0,0,179.7995131,752.0568798,USDT_ADA,standard,4,26,0
0.68,-16.35,612,611,0,0,203.737577,307.88158,USDT_NEO,standard,4,26,0
300.87,30.91,671,671,0,0,119.5395069,590.3701844,USDT_BTC,standard,4,26,0
13.31,43.42,1116,1116,0,0,343.8263936,536.2667006,USDT_XRP,standard,4,26,0
465.69,104.24,690,689,0,0,313.902132,1107.833015,USDT_ETH,standard,4,26,0
197.62,349.2,856,855,0,0,762.4308276,434.2002572,USDT_LTC,standard,4,26,0
0.68,2.23,611,610,0,0,255.9408116,307.88158,USDT_NEO,standard,6,26,0
235.69,13.58,931,929,0,0,187.3852274,752.0568798,USDT_ADA,standard,6,26,0
-12.85,74.86,615,615,0,0,235.8940963,138.1956851,USDT_DASH,standard,6,26,0
13.31,34.29,1061,1061,0,0,308.0342959,536.2667006,USDT_XRP,standard,6,26,0
465.69,93.46,654,653,0,0,272.3333904,1107.833015,USDT_ETH,standard,6,26,0
300.87,45.97,653,653,0,0,126.4531379,590.3701844,USDT_BTC,standard,6,26,0
197.62,263.63,834,833,0,0,583.753588,434.2002572,USDT_LTC,standard,6,26,0
235.69,3.15,930,928,0,0,210.3715682,752.0568798,USDT_ADA,standard,8,26,0
0.68,-4.02,600,599,0,0,225.2754061,307.88158,USDT_NEO,standard,8,26,0
-12.85,64.33,587,587,0,0,243.0197198,138.1956851,USDT_DASH,standard,8,26,0
300.87,47.7,635,635,0,0,133.4966691,590.3701844,USDT_BTC,standard,8,26,0
465.69,84.67,639,638,0,0,242.4383806,1107.833015,USDT_ETH,standard,8,26,0
13.31,26.61,1049,1049,0,0,304.6840518,536.2667006,USDT_XRP,standard,8,26,0
197.62,229.66,791,790,0,0,511.833895,434.2002572,USDT_LTC,standard,8,26,0
0.68,-10.6,610,609,0,0,212.8384361,307.88158,USDT_NEO,standard,10,26,0
-12.85,59.64,569,569,0,0,211.0852261,138.1956851,USDT_DASH,standard,10,26,0
235.69,-22.2,907,905,0,0,178.0910993,752.0568798,USDT_ADA,standard,10,26,0
197.62,236.28,766,765,0,0,524.8515068,434.2002572,USDT_LTC,standard,10,26,0
13.31,5.71,1024,1024,0,0,229.6163732,536.2667006,USDT_XRP,standard,10,26,0
465.69,76.03,627,626,0,0,197.0093967,1107.833015,USDT_ETH,standard,10,26,0
300.87,51.91,634,634,0,0,146.069402,590.3701844,USDT_BTC,standard,10,26,0
0.68,-11.08,599,598,0,0,210.6999384,307.88158,USDT_NEO,standard,12,26,0
235.69,-28.81,897,896,0,0,175.9270472,752.0568798,USDT_ADA,standard,12,26,0
-12.85,80.55,573,573,0,0,269.614515,138.1956851,USDT_DASH,standard,12,26,0
13.31,13.76,1000,1000,0,0,250.6356928,536.2667006,USDT_XRP,standard,12,26,0
465.69,94.45,625,624,0,0,242.0785368,1107.833015,USDT_ETH,standard,12,26,0
197.62,234.08,769,768,0,0,525.4954689,434.2002572,USDT_LTC,standard,12,26,0
300.87,36.89,614,614,0,0,127.5184186,590.3701844,USDT_BTC,standard,12,26,0
0.68,-9.83,587,586,0,0,215.2146793,307.88158,USDT_NEO,standard,14,26,0
235.69,-15.41,900,899,0,0,191.0281001,752.0568798,USDT_ADA,standard,14,26,0
-12.85,49.05,572,572,0,0,209.4587184,138.1956851,USDT_DASH,standard,14,26,0
13.31,11.71,988,988,0,0,275.4426699,536.2667006,USDT_XRP,standard,14,26,0
465.69,92.43,607,607,0,0,230.0629652,1107.833015,USDT_ETH,standard,14,26,0
300.87,48.48,593,593,0,0,144.0760418,590.3701844,USDT_BTC,standard,14,26,0
197.62,201.82,754,753,0,0,467.6261328,434.2002572,USDT_LTC,standard,14,26,0
0.68,-1.3,580,579,0,0,224.7864391,307.88158,USDT_NEO,standard,16,26,0
-12.85,50.83,563,563,0,0,220.6000739,138.1956851,USDT_DASH,standard,16,26,0
235.69,-16.91,893,892,0,0,197.9514063,752.0568798,USDT_ADA,standard,16,26,0
13.31,30.24,979,979,0,0,285.0650271,536.2667006,USDT_XRP,standard,16,26,0
197.62,282.76,772,771,0,0,600.2789229,434.2002572,USDT_LTC,standard,16,26,0
300.87,53.51,590,590,0,0,149.1031033,590.3701844,USDT_BTC,standard,16,26,0
465.69,102.37,602,602,0,0,244.5714496,1107.833015,USDT_ETH,standard,16,26,0
0.68,7.7,575,574,0,0,250.3865529,307.88158,USDT_NEO,standard,18,26,0
235.69,-14.4,885,884,0,0,194.5342202,752.0568798,USDT_ADA,standard,18,26,0
-12.85,71.78,565,565,0,0,251.7085417,138.1956851,USDT_DASH,standard,18,26,0
300.87,58.63,586,586,0,0,164.0831942,590.3701844,USDT_BTC,standard,18,26,0
197.62,251.95,763,762,0,0,545.0098231,434.2002572,USDT_LTC,standard,18,26,0
465.69,76.14,592,592,0,0,182.2381466,1107.833015,USDT_ETH,standard,18,26,0
13.31,14.06,962,962,0,0,292.3105138,536.2667006,USDT_XRP,standard,18,26,0
0.68,0.22,572,571,0,0,237.2411598,307.88158,USDT_NEO,standard,20,26,0
-12.85,67.99,563,563,0,0,246.4874232,138.1956851,USDT_DASH,standard,20,26,0
197.62,213.05,758,757,0,0,499.5787721,434.2002572,USDT_LTC,standard,20,26,0
300.87,61.83,582,582,0,0,164.6125462,590.3701844,USDT_BTC,standard,20,26,0
235.69,-16.23,874,873,0,0,197.2491532,752.0568798,USDT_ADA,standard,20,26,0
13.31,22.69,954,954,0,0,301.3637601,536.2667006,USDT_XRP,standard,20,26,0
465.69,106.55,588,588,0,0,244.2081365,1107.833015,USDT_ETH,standard,20,26,0
235.69,-27.91,848,847,0,0,166.9795175,752.0568798,USDT_ADA,standard,22,26,0
0.68,-13.73,566,565,0,0,190.1618669,307.88158,USDT_NEO,standard,22,26,0
-12.85,61.44,554,554,0,0,235.98524,138.1956851,USDT_DASH,standard,22,26,0
465.69,83.2,576,576,0,0,198.8158038,1107.833015,USDT_ETH,standard,22,26,0
300.87,60.76,578,578,0,0,154.8832545,590.3701844,USDT_BTC,standard,22,26,0
197.62,209.15,753,752,0,0,485.1136262,434.2002572,USDT_LTC,standard,22,26,0
13.31,25.49,944,944,0,0,316.9898401,536.2667006,USDT_XRP,standard,22,26,0
0.68,-11.61,557,556,0,0,209.1638658,307.88158,USDT_NEO,standard,24,26,0
235.69,-24.39,851,850,0,0,170.4062736,752.0568798,USDT_ADA,standard,24,26,0
-12.85,56.82,540,540,0,0,222.9437472,138.1956851,USDT_DASH,standard,24,26,0
13.31,20.14,943,943,0,0,310.1447304,536.2667006,USDT_XRP,standard,24,26,0
197.62,223.89,738,738,0,0,540.2082024,434.2002572,USDT_LTC,standard,24,26,0
300.87,40.25,566,566,0,0,123.3090212,590.3701844,USDT_BTC,standard,24,26,0
465.69,109.13,575,575,0,0,237.5902159,1107.833015,USDT_ETH,standard,24,26,0
0.68,-11.58,561,560,0,0,204.1596721,307.88158,USDT_NEO,standard,26,26,0
-12.85,56.49,536,536,0,0,202.6505908,138.1956851,USDT_DASH,standard,26,26,0
235.69,-19.13,846,845,0,0,172.1238596,752.0568798,USDT_ADA,standard,26,26,0
465.69,125.1,581,581,0,0,277.5614713,1107.833015,USDT_ETH,standard,26,26,0
13.31,22.74,940,940,0,0,303.7382835,536.2667006,USDT_XRP,standard,26,26,0
300.87,49.49,561,561,0,0,139.7251816,590.3701844,USDT_BTC,standard,26,26,0
197.62,216.62,724,724,0,0,496.3099351,434.2002572,USDT_LTC,standard,26,26,0
-12.85,49.72,533,533,0,0,189.3027921,138.1956851,USDT_DASH,standard,28,26,0
0.68,-17.5,554,553,0,0,180.691188,307.88158,USDT_NEO,standard,28,26,0
235.69,-15.51,849,848,0,0,167.8754554,752.0568798,USDT_ADA,standard,28,26,0
13.31,5.77,926,926,0,0,272.0733367,536.2667006,USDT_XRP,standard,28,26,0
300.87,52.24,553,553,0,0,132.2688179,590.3701844,USDT_BTC,standard,28,26,0
197.62,283.53,735,735,0,0,665.3339048,434.2002572,USDT_LTC,standard,28,26,0
465.69,140.43,583,583,0,0,308.3013854,1107.833015,USDT_ETH,standard,28,26,0
0.68,-23.55,552,551,0,0,174.0005469,307.88158,USDT_NEO,standard,30,26,0
235.69,-20.29,838,837,0,0,162.4688655,752.0568798,USDT_ADA,standard,30,26,0
-12.85,45.92,527,527,0,0,184.7481388,138.1956851,USDT_DASH,standard,30,26,0
197.62,290.37,722,722,0,0,692.6146194,434.2002572,USDT_LTC,standard,30,26,0
13.31,16.46,926,926,0,0,304.6203846,536.2667006,USDT_XRP,standard,30,26,0
300.87,57.74,556,556,0,0,139.7309011,590.3701844,USDT_BTC,standard,30,26,0
465.69,122.25,578,578,0,0,269.4147811,1107.833015,USDT_ETH,standard,30,26,0
0.68,-23.99,549,548,0,0,157.5643496,307.88158,USDT_NEO,standard,32,26,0
-12.85,45.05,527,527,0,0,180.9728728,138.1956851,USDT_DASH,standard,32,26,0
235.69,-24.43,835,834,0,0,165.5097251,752.0568798,USDT_ADA,standard,32,26,0
300.87,39.72,544,544,0,0,121.6401178,590.3701844,USDT_BTC,standard,32,26,0
465.69,101.24,570,570,0,0,246.4527852,1107.833015,USDT_ETH,standard,32,26,0
13.31,-0.1,914,914,0,0,353.2708604,536.2667006,USDT_XRP,standard,32,26,0
197.62,312.73,740,740,0,0,715.9680073,434.2002572,USDT_LTC,standard,32,26,0
0.68,-29.09,550,549,0,0,151.4220497,307.88158,USDT_NEO,standard,34,26,0
-12.85,47.82,530,530,0,0,186.0104599,138.1956851,USDT_DASH,standard,34,26,0
235.69,-27.8,826,825,0,0,163.8076106,752.0568798,USDT_ADA,standard,34,26,0
197.62,273.78,721,721,0,0,641.2721539,434.2002572,USDT_LTC,standard,34,26,0
13.31,4.6,912,912,0,0,398.2336798,536.2667006,USDT_XRP,standard,34,26,0
465.69,150.16,568,568,0,0,359.9116746,1107.833015,USDT_ETH,standard,34,26,0
300.87,29.5,539,539,0,0,117.2693484,590.3701844,USDT_BTC,standard,34,26,0
0.68,-22.02,544,543,0,0,159.1827453,307.88158,USDT_NEO,standard,36,26,0
-12.85,52.58,528,528,0,0,186.770192,138.1956851,USDT_DASH,standard,36,26,0
235.69,-22.96,821,820,0,0,170.7600657,752.0568798,USDT_ADA,standard,36,26,0
197.62,255.85,716,716,0,0,612.4590433,434.2002572,USDT_LTC,standard,36,26,0
465.69,142.54,561,561,0,0,341.7428666,1107.833015,USDT_ETH,standard,36,26,0
300.87,26.7,537,537,0,0,116.4458528,590.3701844,USDT_BTC,standard,36,26,0
13.31,-1.6,916,916,0,0,399.7511338,536.2667006,USDT_XRP,standard,36,26,0
0.68,-22.29,548,547,0,0,145.7240195,307.88158,USDT_NEO,standard,38,26,0
-12.85,56.42,526,526,0,0,190.1219903,138.1956851,USDT_DASH,standard,38,26,0
235.69,-21.74,824,823,0,0,176.8884163,752.0568798,USDT_ADA,standard,38,26,0
300.87,31.78,543,543,0,0,126.2307415,590.3701844,USDT_BTC,standard,38,26,0
13.31,-4.11,910,910,0,0,350.7904793,536.2667006,USDT_XRP,standard,38,26,0
197.62,237.69,700,700,0,0,580.5885016,434.2002572,USDT_LTC,standard,38,26,0
465.69,160.37,557,557,0,0,375.6924254,1107.833015,USDT_ETH,standard,38,26,0
0.68,-19.78,541,540,0,0,156.4696828,307.88158,USDT_NEO,standard,40,26,0
-12.85,70.52,527,527,0,0,218.1457396,138.1956851,USDT_DASH,standard,40,26,0
235.69,-9.19,829,828,0,0,182.851405,752.0568798,USDT_ADA,standard,40,26,0
300.87,31.19,544,544,0,0,124.8662457,590.3701844,USDT_BTC,standard,40,26,0
465.69,163.58,556,556,0,0,377.5947905,1107.833015,USDT_ETH,standard,40,26,0
13.31,2.89,910,910,0,0,374.0215246,536.2667006,USDT_XRP,standard,40,26,0
197.62,250.59,707,707,0,0,592.7953618,434.2002572,USDT_LTC,standard,40,26,0
0.68,-23.74,545,544,0,0,143.1814826,307.88158,USDT_NEO,standard,42,26,0
-12.85,66.16,524,524,0,0,209.20232,138.1956851,USDT_DASH,standard,42,26,0
465.69,150.29,549,549,0,0,344.8225201,1107.833015,USDT_ETH,standard,42,26,0
197.62,258.25,715,715,0,0,595.876026,434.2002572,USDT_LTC,standard,42,26,0
300.87,31.46,542,542,0,0,127.9939741,590.3701844,USDT_BTC,standard,42,26,0
235.69,-12.94,828,827,0,0,167.2922253,752.0568798,USDT_ADA,standard,42,26,0
13.31,11.91,911,911,0,0,392.5222983,536.2667006,USDT_XRP,standard,42,26,0
0.68,-17.46,551,550,0,0,168.3940604,307.88158,USDT_NEO,standard,44,26,0
-12.85,55.39,526,526,0,0,195.0572356,138.1956851,USDT_DASH,standard,44,26,0
235.69,-17.46,827,826,0,0,163.259927,752.0568798,USDT_ADA,standard,44,26,0
197.62,285.95,715,715,0,0,676.8890682,434.2002572,USDT_LTC,standard,44,26,0
13.31,15.04,903,903,0,0,406.3272112,536.2667006,USDT_XRP,standard,44,26,0
465.69,152.06,546,546,0,0,346.2990326,1107.833015,USDT_ETH,standard,44,26,0
300.87,29.15,532,532,0,0,128.799136,590.3701844,USDT_BTC,standard,44,26,0
0.68,-27.19,546,545,0,0,146.5858913,307.88158,USDT_NEO,standard,46,26,0
235.69,-18.01,827,826,0,0,160.026795,752.0568798,USDT_ADA,standard,46,26,0
-12.85,52.23,524,524,0,0,189.7611536,138.1956851,USDT_DASH,standard,46,26,0
465.69,143.08,547,547,0,0,305.4103819,1107.833015,USDT_ETH,standard,46,26,0
197.62,253.32,704,704,0,0,616.1557957,434.2002572,USDT_LTC,standard,46,26,0
13.31,24.61,906,906,0,0,428.8720148,536.2667006,USDT_XRP,standard,46,26,0
300.87,15.48,534,534,0,0,131.7522736,590.3701844,USDT_BTC,standard,46,26,0
0.68,-29.19,540,539,0,0,140.4636779,307.88158,USDT_NEO,standard,48,26,0
-12.85,62.46,522,522,0,0,199.8903433,138.1956851,USDT_DASH,standard,48,26,0
235.69,-19,823,822,0,0,156.3444383,752.0568798,USDT_ADA,standard,48,26,0
300.87,21.47,531,531,0,0,130.8746598,590.3701844,USDT_BTC,standard,48,26,0
197.62,319.46,714,714,0,0,728.2547894,434.2002572,USDT_LTC,standard,48,26,0
465.69,133.46,545,545,0,0,290.0044717,1107.833015,USDT_ETH,standard,48,26,0
13.31,11.5,903,903,0,0,395.5924239,536.2667006,USDT_XRP,standard,48,26,0
0.68,0,0,0,0,0,0,307.88158,USDT_NEO,standard,0,28,0
-12.85,0,0,0,0,0,0,138.1956851,USDT_DASH,standard,0,28,0
197.62,0,0,0,0,0,0,434.2002572,USDT_LTC,standard,0,28,0
465.69,0,0,0,0,0,0,1107.833015,USDT_ETH,standard,0,28,0
235.69,0,0,0,0,0,0,752.0568798,USDT_ADA,standard,0,28,0
300.87,0,0,0,0,0,0,590.3701844,USDT_BTC,standard,0,28,0
13.31,0,0,0,0,0,0,536.2667006,USDT_XRP,standard,0,28,0
0.68,22.21,643,642,0,0,287.3567092,307.88158,USDT_NEO,standard,2,28,0
-12.85,49.26,625,624,0,0,241.532118,138.1956851,USDT_DASH,standard,2,28,0
235.69,-3.46,1005,1005,0,0,181.7466322,752.0568798,USDT_ADA,standard,2,28,0
13.31,35.94,1161,1161,0,0,483.485414,536.2667006,USDT_XRP,standard,2,28,0
465.69,64.76,701,700,0,0,172.3208124,1107.833015,USDT_ETH,standard,2,28,0
197.62,441.27,924,923,0,0,1090.574996,434.2002572,USDT_LTC,standard,2,28,0
300.87,40.74,716,716,0,0,124.3057907,590.3701844,USDT_BTC,standard,2,28,0
0.68,-12.73,597,596,0,0,183.74259,307.88158,USDT_NEO,standard,4,28,0
-12.85,74.32,599,599,0,0,256.8903132,138.1956851,USDT_DASH,standard,4,28,0
235.69,-18.4,927,925,0,0,172.0532129,752.0568798,USDT_ADA,standard,4,28,0
300.87,21.37,643,643,0,0,107.2319677,590.3701844,USDT_BTC,standard,4,28,0
465.69,89.6,664,663,0,0,252.2066404,1107.833015,USDT_ETH,standard,4,28,0
13.31,51.16,1090,1089,0,0,405.7611497,536.2667006,USDT_XRP,standard,4,28,0
197.62,324.7,817,816,0,0,750.8317973,434.2002572,USDT_LTC,standard,4,28,0
0.68,-0.93,581,580,0,0,200.6490572,307.88158,USDT_NEO,standard,6,28,0
-12.85,54.48,567,567,0,0,201.3694052,138.1956851,USDT_DASH,standard,6,28,0
235.69,-0.43,903,901,0,0,166.829132,752.0568798,USDT_ADA,standard,6,28,0
465.69,98.68,631,630,0,0,242.5538736,1107.833015,USDT_ETH,standard,6,28,0
13.31,33.08,1030,1029,0,0,318.2518589,536.2667006,USDT_XRP,standard,6,28,0
197.62,310,796,795,0,0,745.3327355,434.2002572,USDT_LTC,standard,6,28,0
300.87,25.14,623,623,0,0,102.0511964,590.3701844,USDT_BTC,standard,6,28,0
0.68,0.93,577,576,0,0,203.5488455,307.88158,USDT_NEO,standard,8,28,0
-12.85,68.27,556,556,0,0,238.1170048,138.1956851,USDT_DASH,standard,8,28,0
235.69,-11.62,900,898,0,0,182.0582806,752.0568798,USDT_ADA,standard,8,28,0
197.62,234.75,784,783,0,0,599.979002,434.2002572,USDT_LTC,standard,8,28,0
465.69,93.71,619,618,0,0,226.9821952,1107.833015,USDT_ETH,standard,8,28,0
13.31,18.21,1019,1018,0,0,300.8532248,536.2667006,USDT_XRP,standard,8,28,0
300.87,22.8,604,604,0,0,106.1793579,590.3701844,USDT_BTC,standard,8,28,0
0.68,4.46,583,582,0,0,223.6141524,307.88158,USDT_NEO,standard,10,28,0
-12.85,44.75,533,533,0,0,191.1640857,138.1956851,USDT_DASH,standard,10,28,0
235.69,-32.74,875,873,0,0,160.8469536,752.0568798,USDT_ADA,standard,10,28,0
197.62,271.14,756,755,0,0,682.057386,434.2002572,USDT_LTC,standard,10,28,0
13.31,-5.35,996,995,0,0,223.5383775,536.2667006,USDT_XRP,standard,10,28,0
465.69,78.3,609,608,0,0,198.7964725,1107.833015,USDT_ETH,standard,10,28,0
300.87,29.8,602,602,0,0,117.8430896,590.3701844,USDT_BTC,standard,10,28,0
-12.85,62.16,540,540,0,0,241.969759,138.1956851,USDT_DASH,standard,12,28,0
235.69,-40.59,866,865,0,0,167.3336179,752.0568798,USDT_ADA,standard,12,28,0
0.68,-7.84,569,568,0,0,192.7328901,307.88158,USDT_NEO,standard,12,28,0
465.69,84.72,602,601,0,0,212.3963724,1107.833015,USDT_ETH,standard,12,28,0
300.87,16.99,584,584,0,0,113.7831773,590.3701844,USDT_BTC,standard,12,28,0
197.62,282.2,764,763,0,0,715.2683688,434.2002572,USDT_LTC,standard,12,28,0
13.31,2,967,966,0,0,233.6883922,536.2667006,USDT_XRP,standard,12,28,0
0.68,-1.99,562,561,0,0,214.879148,307.88158,USDT_NEO,standard,14,28,0
-12.85,30.35,531,531,0,0,183.6978909,138.1956851,USDT_DASH,standard,14,28,0
235.69,-30.5,865,864,0,0,176.5589883,752.0568798,USDT_ADA,standard,14,28,0
465.69,82.65,583,583,0,0,200.3644575,1107.833015,USDT_ETH,standard,14,28,0
197.62,214.77,733,732,0,0,549.8002116,434.2002572,USDT_LTC,standard,14,28,0
300.87,23.11,569,569,0,0,115.939546,590.3701844,USDT_BTC,standard,14,28,0
13.31,3.93,961,960,0,0,273.9489967,536.2667006,USDT_XRP,standard,14,28,0
0.68,14.12,561,560,0,0,237.4710449,307.88158,USDT_NEO,standard,16,28,0
-12.85,37.56,528,528,0,0,196.2752853,138.1956851,USDT_DASH,standard,16,28,0
235.69,-30,860,859,0,0,185.8500972,752.0568798,USDT_ADA,standard,16,28,0
13.31,11.73,953,952,0,0,268.1891365,536.2667006,USDT_XRP,standard,16,28,0
300.87,31.97,568,568,0,0,121.4730391,590.3701844,USDT_BTC,standard,16,28,0
465.69,91.14,583,583,0,0,209.6979438,1107.833015,USDT_ETH,standard,16,28,0
197.62,305.94,745,744,0,0,716.3495778,434.2002572,USDT_LTC,standard,16,28,0
0.68,26.47,553,552,0,0,277.3305703,307.88158,USDT_NEO,standard,18,28,0
235.69,-28.17,849,848,0,0,187.8598878,752.0568798,USDT_ADA,standard,18,28,0
-12.85,47.17,525,525,0,0,207.2703075,138.1956851,USDT_DASH,standard,18,28,0
13.31,2.26,934,933,0,0,286.7359739,536.2667006,USDT_XRP,standard,18,28,0
